,image_id,prob
0,ISIC_0027419,0.13792452216148376
1,ISIC_0025030,0.12814180552959442
2,ISIC_0026769,0.022116810083389282
3,ISIC_0025661,0.07341110706329346
4,ISIC_0031633,0.03819705918431282
5,ISIC_0027850,0.05787061154842377
6,ISIC_0029176,0.02122589386999607
7,ISIC_0029068,0.024132994934916496
8,ISIC_0025837,0.018918735906481743
9,ISIC_0025209,0.08556362986564636
10,ISIC_0025276,0.014904487878084183
11,ISIC_0029396,0.055588867515325546
12,ISIC_0025984,0.04792524129152298
13,ISIC_0025767,0.023410819470882416
14,ISIC_0032417,0.010705391876399517
15,ISIC_0031326,0.02301913872361183
16,ISIC_0025915,0.12356914579868317
17,ISIC_0031029,0.015505053102970123
18,ISIC_0029836,0.016448676586151123
19,ISIC_0032129,0.34619688987731934
20,ISIC_0032343,0.048783618956804276
21,ISIC_0025033,0.01027450617402792
22,ISIC_0027310,0.0046294149942696095
23,ISIC_0032128,0.008354099467396736
24,ISIC_0025937,0.01949845254421234
25,ISIC_0027828,0.027821755036711693
26,ISIC_0029291,0.012630603276193142
27,ISIC_0030698,0.002246416639536619
28,ISIC_0025567,0.010524710640311241
29,ISIC_0031753,0.009254000149667263
30,ISIC_0026835,0.017594125121831894
31,ISIC_0031159,0.12619243562221527
32,ISIC_0031017,0.0956510677933693
33,ISIC_0024981,0.4352101981639862
34,ISIC_0027815,0.7848577499389648
35,ISIC_0024324,0.02221403270959854
36,ISIC_0029559,0.020829245448112488
37,ISIC_0030661,0.02301504835486412
38,ISIC_0027053,0.20508921146392822
39,ISIC_0028560,0.15882252156734467
40,ISIC_0031650,0.01699187234044075
41,ISIC_0029161,0.045793596655130386
42,ISIC_0026273,0.14688661694526672
43,ISIC_0025076,0.008754035457968712
44,ISIC_0029687,0.12136952579021454
45,ISIC_0025642,0.24715952575206757
46,ISIC_0025819,0.035549454391002655
47,ISIC_0032013,0.08144897222518921
48,ISIC_0031691,0.024405809119343758
49,ISIC_0025419,0.10319346934556961
50,ISIC_0030105,0.19586987793445587
51,ISIC_0025016,0.04240459203720093
52,ISIC_0029147,0.02595258317887783
53,ISIC_0029301,0.11283034086227417
54,ISIC_0026637,0.7305917143821716
55,ISIC_0030377,0.14531536400318146
56,ISIC_0027960,0.4998389482498169
57,ISIC_0026955,0.2817763090133667
58,ISIC_0028052,0.037589363753795624
59,ISIC_0025286,0.35164570808410645
60,ISIC_0031468,0.05600482597947121
61,ISIC_0030926,0.06306036561727524
62,ISIC_0029288,0.020077506080269814
63,ISIC_0031008,0.033977262675762177
64,ISIC_0024698,0.013294150121510029
65,ISIC_0031495,0.023453956469893456
66,ISIC_0026104,0.03364609554409981
67,ISIC_0025099,0.009935288690030575
68,ISIC_0031485,0.006084580440074205
69,ISIC_0029413,0.2913672924041748
70,ISIC_0029576,0.9430704712867737
71,ISIC_0031967,0.0664331391453743
72,ISIC_0031584,0.03734828531742096
73,ISIC_0025140,0.26459363102912903
74,ISIC_0025554,0.05465829372406006
75,ISIC_0029289,0.013121728785336018
76,ISIC_0029912,0.21280932426452637
77,ISIC_0033539,0.11531252413988113
78,ISIC_0032283,0.03999920189380646
79,ISIC_0030005,0.027231818065047264
80,ISIC_0030189,0.40878039598464966
81,ISIC_0026532,0.037683989852666855
82,ISIC_0024832,0.2687055766582489
83,ISIC_0026958,0.10647813230752945
84,ISIC_0030768,0.16460049152374268
85,ISIC_0029837,0.06222110986709595
86,ISIC_0031624,0.02867543138563633
87,ISIC_0025510,0.012132376432418823
88,ISIC_0030607,0.11309193819761276
89,ISIC_0029060,0.031956423074007034
90,ISIC_0029308,0.05651635676622391
91,ISIC_0024635,0.21426302194595337
92,ISIC_0029425,0.12456242740154266
93,ISIC_0028774,0.07257617264986038
94,ISIC_0030565,0.07746677845716476
95,ISIC_0027023,0.09253731369972229
96,ISIC_0029022,0.0906379297375679
97,ISIC_0025388,0.009686637669801712
98,ISIC_0028080,0.073224738240242
99,ISIC_0026153,0.260883629322052
100,ISIC_0025876,0.5623037219047546
101,ISIC_0025063,0.48666083812713623
102,ISIC_0032463,0.06544665992259979
103,ISIC_0025548,0.04947517067193985
104,ISIC_0032306,0.08161472529172897
105,ISIC_0032304,0.10095662623643875
106,ISIC_0031639,0.01728086918592453
107,ISIC_0027957,0.06800325959920883
108,ISIC_0031212,0.041260961443185806
109,ISIC_0032382,0.11757239699363708
110,ISIC_0027533,0.09629369527101517
111,ISIC_0029674,0.04949690401554108
112,ISIC_0028607,0.03330620378255844
113,ISIC_0024623,0.04672019183635712
114,ISIC_0029613,0.10758093744516373
115,ISIC_0029418,0.04808847978711128
116,ISIC_0027455,0.03233141824603081
117,ISIC_0025906,0.1435171365737915
118,ISIC_0027151,0.011412451975047588
119,ISIC_0028646,0.021647393703460693
120,ISIC_0026794,0.050132427364587784
121,ISIC_0034318,0.017344582825899124
122,ISIC_0032972,0.038776230067014694
123,ISIC_0032534,0.005428771022707224
124,ISIC_0033785,0.019424116238951683
125,ISIC_0033184,0.04238897189497948
126,ISIC_0032929,0.29236719012260437
127,ISIC_0032963,0.06352964788675308
128,ISIC_0032949,0.16047067940235138
129,ISIC_0033322,0.36257073283195496
130,ISIC_0033127,0.524905264377594
131,ISIC_0033041,0.5143156051635742
132,ISIC_0033900,0.043339673429727554
133,ISIC_0033361,0.01939263939857483
134,ISIC_0032732,0.07074052840471268
135,ISIC_0032778,0.0916469469666481
136,ISIC_0033466,0.06136470288038254
137,ISIC_0030276,0.09772360324859619
138,ISIC_0033583,0.05452379956841469
139,ISIC_0033465,0.019321566447615623
140,ISIC_0029683,0.7838184237480164
141,ISIC_0033482,0.3357383906841278
142,ISIC_0033201,0.1324378103017807
143,ISIC_0032514,0.0226907916367054
144,ISIC_0033691,0.022442109882831573
145,ISIC_0033910,0.06056957319378853
146,ISIC_0032556,0.5417548418045044
147,ISIC_0033646,0.5756980776786804
148,ISIC_0033592,0.18354147672653198
149,ISIC_0033899,0.09770169109106064
150,ISIC_0032842,0.7915067076683044
151,ISIC_0032618,0.6974994540214539
152,ISIC_0032513,0.27377039194107056
153,ISIC_0033716,0.08281756937503815
154,ISIC_0034011,0.03804822266101837
155,ISIC_0033613,0.06969178467988968
156,ISIC_0032877,0.35151582956314087
157,ISIC_0034175,0.02383652701973915
158,ISIC_0033523,0.20738878846168518
159,ISIC_0029929,0.08846230059862137
160,ISIC_0032978,0.8176393508911133
161,ISIC_0033973,0.028398605063557625
162,ISIC_0033761,0.04362916201353073
163,ISIC_0033505,0.01750343106687069
164,ISIC_0033280,0.027338113635778427
165,ISIC_0033212,0.030869469046592712
166,ISIC_0033770,0.25998613238334656
167,ISIC_0032829,0.237665057182312
168,ISIC_0033601,0.26632213592529297
169,ISIC_0033284,0.10390831530094147
170,ISIC_0033908,0.14362379908561707
171,ISIC_0033400,0.013640946708619595
172,ISIC_0033677,0.013654914684593678
173,ISIC_0033262,0.02543836459517479
174,ISIC_0033437,0.7283514738082886
175,ISIC_0032688,0.07725270837545395
176,ISIC_0033195,0.13190801441669464
177,ISIC_0032553,0.7551657557487488
178,ISIC_0033252,0.01972099393606186
179,ISIC_0032570,0.04621405154466629
180,ISIC_0033736,0.20446114242076874
181,ISIC_0033378,0.18607275187969208
182,ISIC_0033379,0.01026150956749916
183,ISIC_0033438,0.08189006894826889
184,ISIC_0032983,0.030689161270856857
185,ISIC_0034024,0.01814867928624153
186,ISIC_0033778,0.030677098780870438
187,ISIC_0032863,0.24240127205848694
188,ISIC_0034168,0.5408495664596558
189,ISIC_0033582,0.29876330494880676
190,ISIC_0033576,0.11439502239227295
191,ISIC_0033410,0.0409771166741848
192,ISIC_0032725,0.007393601816147566
193,ISIC_0033952,0.19124974310398102
194,ISIC_0033264,0.0877203568816185
195,ISIC_0033606,0.06591290980577469
196,ISIC_0034103,0.0432223305106163
197,ISIC_0032883,0.2300698161125183
198,ISIC_0032665,0.5009498596191406
199,ISIC_0033130,0.18085384368896484
200,ISIC_0033321,0.9808636903762817
201,ISIC_0034189,0.25050660967826843
202,ISIC_0033306,0.23908835649490356
203,ISIC_0032757,0.02669505588710308
204,ISIC_0032508,0.028660783544182777
205,ISIC_0034201,0.04707196354866028
206,ISIC_0032776,0.0554337240755558
207,ISIC_0033828,0.06276047974824905
208,ISIC_0033235,0.25826385617256165
209,ISIC_0026085,0.9767236709594727
210,ISIC_0034070,0.1727270931005478
211,ISIC_0033709,0.027166098356246948
212,ISIC_0032826,0.19544009864330292
213,ISIC_0034115,0.49012333154678345
214,ISIC_0033776,0.01896665431559086
215,ISIC_0033056,0.008748332038521767
216,ISIC_0025180,0.03204721584916115
217,ISIC_0026107,0.16383381187915802
218,ISIC_0033853,0.04060054197907448
219,ISIC_0033453,0.2504441440105438
220,ISIC_0034126,0.18904069066047668
221,ISIC_0033744,0.20148268342018127
222,ISIC_0033659,0.1368994563817978
223,ISIC_0032567,0.05720853805541992
224,ISIC_0033088,0.028311889618635178
225,ISIC_0032756,0.02507353015244007
226,ISIC_0032654,0.06306811422109604
227,ISIC_0032576,0.24610081315040588
228,ISIC_0033587,0.19170475006103516
229,ISIC_0032675,0.012381702661514282
230,ISIC_0032997,0.045535579323768616
231,ISIC_0033529,0.20609156787395477
232,ISIC_0033581,0.023745238780975342
233,ISIC_0033913,0.01587858237326145
234,ISIC_0034235,0.47129112482070923
